Vote,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,Avg_government_satisfaction,Weighted_education_rank,Number_of_valued_Kneset_members,Avg_education_importance
Purples,Education,220.853341807014,393.00466059989,2.59,7410.0,435.79368248935305,148.363498448566,15.0,419.742453250334
Khakis,Financial,26.0763433061999,25.6716077061704,8.23,7770.0,184.687437838875,658.278467321319,9.0,169.968024357878
Blues,Environment,398.960390535179,255.674661137164,6.933,7067.0,273.500044597313,432.864073811024,12.0,223.641165532172
Browns,Social,297.271987624137,485.965258447318,5.625,4375.0,463.885515539209,48.841839996004,7.0,470.262895637336
Whites,Financial,224.333120150709,521.721729618109,1.7269999999999999,8273.0,493.38127611250803,27.6115994692935,6.0,515.7085766940099
Browns,Healthcare,76.3874721679667,485.667310322633,0.21100000000000002,9789.0,459.428654326131,60.473608975553596,7.0,457.50767952497904
Purples,Financial,246.71821700770198,304.946979515228,1.465,8535.0,394.62291859030097,221.82305857860698,12.0,492.55290455890196
Purples,Education,254.45448065132302,417.005806063825,0.768000000000001,9232.0,,142.74387174838898,13.0,553.287989601283
Yellows,Healthcare,364.48364008320704,523.221646453976,6.172999999999999,7827.0,280.216509933388,236.460791778042,11.0,415.918618717313
Khakis,Financial,23.074961877557,928.833941154653,6.135,9865.0,791.0324230324479,666.784788829239,8.0,919.527751491702
Greens,Education,287.633705879644,287.167166105915,2.265,7735.0,503.45008357772997,251.56431818288,15.0,634.0704587996061
Purples,Healthcare,195.92501517245603,450.314500228669,4.725,5275.0,369.427346706425,,12.0,485.81289697128403
Turquoises,Education,77.43283650930209,917.6254125777631,6.172999999999999,9827.0,971.025735990531,772.479948690598,15.0,947.715358160585
Turquoises,Education,270.64441788352,948.131747078151,10.113999999999999,5886.0,967.608202906743,811.294317299491,16.0,988.588758689206
Browns,Education,123.54087521353,317.431664612325,5.025,4975.0,344.347953379537,260.60233022599704,9.0,398.24137473484495
Browns,Social,101.50655299300301,521.980328203357,6.52,3480.0,441.779035335094,64.1086368717956,6.0,484.60189079398805
Blues,Environment,560.955496623289,154.694710159674,10.456,3544.0,570.997261675075,549.075135345132,11.0,79.040203941986
Oranges,Military,129.441395626659,343.976881861237,6.959,5041.0,306.557276654781,290.137668817781,8.0,649.721629225905
Khakis,Education,284.940590355211,890.05147972277,10.382,5618.0,829.639167408459,648.595213345702,16.0,899.841985353329
Whites,Financial,146.557895722869,504.516935323928,5.801,4199.0,457.36365385770597,43.174513810094794,6.0,494.922803366819
Purples,Healthcare,68.618523428112,404.880941799563,2.5860000000000003,7414.0,384.525749356347,150.198078515476,13.0,513.323850610459
Khakis,Social,86.8007958047802,970.2219270381551,9.318,6682.0,919.564580894075,797.401231377012,11.0,988.5750971890379
Purples,Financial,41.255887939503204,366.279116170269,5.08,4920.0,441.814833421481,146.39707247421,10.0,487.142533412659
Purples,Healthcare,97.67180697494129,363.521126976198,1.8880000000000001,8112.0,374.96133627279,186.730326040607,13.0,524.6386780225309
Oranges,Military,97.35634891674191,464.902368222612,4.106,7894.0,282.662955937197,240.11503764512298,5.0,404.14596083116305
Reds,Foreign_Affairs,162.59893388244498,603.378940901733,8.208,3792.0,512.25165768681,115.978122644988,8.0,551.123540509409
Khakis,Financial,151.993292783131,715.1559338620309,,6628.0,521.501996205188,495.86540115683096,8.0,946.237699379574
Reds,Foreign_Affairs,191.709458244719,538.140140759714,3.305,8695.0,489.590567354638,166.757604049114,7.0,662.003308247184
Khakis,Environment,150.691169026959,9.581721034181891,7.728,8272.0,19.4530134322122,838.586050489932,11.0,18.5531499395531
Khakis,Social,117.77129319913901,108.649071958221,12.57,3430.0,124.449976603501,737.3631248837711,12.0,0.489230360258274
Browns,Education,224.026248527491,337.998777187386,5.547999999999999,4452.0,382.82560168103896,229.031996008436,9.0,388.27972707957
Purples,Education,22.433077430442,433.105469433776,0.369,9631.0,402.7178572858701,133.865041826706,16.0,563.09640174002
Khakis,Social,185.09351923048402,910.104110002606,10.662,5338.0,889.979238971137,744.350517618017,10.0,983.5168096443739
Purples,Education,40.5051506719299,386.32338292137496,6.066,3934.0,404.145791818617,165.490869845551,13.0,572.641761444206
Purples,Healthcare,174.663882822707,434.65305401268,6.472,3528.0,417.538129315781,110.95466262075001,14.0,464.77566621391
Purples,Social,227.530432335596,475.149282104549,0.24,9760.0,411.220520159747,171.98515036597098,11.0,645.187939326172
Whites,Healthcare,116.184186116245,295.739963967051,5.593,4407.0,285.166609323353,296.514176545557,8.0,493.283689801463
Blues,Social,495.272062922304,756.102212704718,6.34,7660.0,595.9441019222139,354.351424740568,10.0,725.324916886166
Reds,Other,51.04578930659449,515.909454649651,5.374,,498.24193227187004,92.3818849515125,9.0,590.98467518109
Khakis,Environment,221.889353991582,826.630449423743,11.448,4552.0,697.736640227959,615.965617539656,13.0,983.34916221259
Whites,Environment,101.881291104884,532.743157157179,4.272,5728.0,386.34561995749704,130.909216878791,10.0,443.894825369195
Reds,Foreign_Affairs,133.864626255222,616.698741964092,8.513,3487.0,517.709872198714,122.138222586257,6.0,531.392825091627
Khakis,Environment,63.0824877699162,960.9230391484359,7.29,8710.0,904.5803461922329,737.4277606398151,11.0,909.4684329950169
Greys,Foreign_Affairs,19.4610251562648,553.6352389227469,2.903,9097.0,580.265087241909,96.5368430345537,6.0,500.37279864086304
Blues,Education,588.802366975751,773.069839458913,9.984,4016.0,226.296917535365,521.2157173017299,12.0,849.550152895972
Khakis,Financial,150.568708869713,995.319903454247,7.752000000000001,8248.0,989.8468229221181,856.0387046637511,11.0,997.5043187727879
Browns,Education,269.749927981113,324.39245671610297,0.249000000000001,9751.0,390.881573849535,231.551050648457,9.0,395.735677853621
Yellows,Social,271.500585158082,525.447929303323,8.724,5276.0,317.08817762831296,244.30443378080102,9.0,659.938502230698
Purples,Financial,44.900597369093,366.564516384086,0.34700000000000003,9653.0,412.490195513606,171.653566194282,8.0,563.260988121868
Whites,Financial,158.948600459851,332.66190816540797,6.287000000000001,3713.0,296.142678595899,267.186034860292,7.0,542.761346511397
Oranges,Military,88.1461028122674,441.68735377460297,2.1830000000000003,9817.0,288.227249639668,289.754539044809,6.0,311.030080721609
Blues,Social,497.420536453488,,5.8229999999999995,8177.0,115.917522693053,575.665693552109,9.0,73.3222395647317
Purples,Financial,135.026169535324,416.62348687001503,0.314,9686.0,390.08086778659,137.963251482794,11.0,499.986163780597
Purples,Social,112.957267866646,401.362384917938,6.736000000000001,3264.0,421.049058229401,126.837394910562,11.0,488.81543777537695
Whites,Social,77.2950243196944,265.124279083703,3.6439999999999997,6356.0,278.423103079365,323.669002997773,8.0,522.3315466693371
Khakis,Education,38.003174001597294,726.2429157523039,6.082999999999999,9917.0,708.820194820873,502.114825022753,16.0,896.645391772675
Violets,Environment,50.8991744859896,988.781027149538,9.777999999999999,6222.0,960.3342954692059,811.229319780745,15.0,955.278434790671
Blues,Education,701.9438193503239,308.70432988740504,4.194,9806.0,104.620460420847,439.611271561507,13.0,481.586516834795
Greys,Foreign_Affairs,86.38196745951159,634.247848512518,5.292999999999999,6707.0,486.394315018394,134.961114723771,6.0,502.627354834114
Whites,Environment,28.5862906250795,546.284000125533,2.583,7417.0,377.34847736114403,146.516423922949,10.0,434.567150406549
Blues,Social,752.5642603133009,205.96019597724097,9.306000000000001,4694.0,262.198564363644,493.811561422461,11.0,817.554607987404
Greens,Healthcare,176.95797575484198,282.525178885635,5.401,4599.0,475.05071731421,246.284904721669,14.0,612.864918236364
Khakis,Social,88.87994924057259,978.147197205188,8.482999999999999,7517.0,867.205686750822,729.32786286912,12.0,910.431934649239
Turquoises,Healthcare,278.418717040628,804.552400368266,6.4,9600.0,933.3689955391029,637.5418635794259,11.0,854.8221765218229
Violets,Environment,131.605665113904,23.1328302526767,8.367,7633.0,30.5322494581366,753.029109519374,13.0,154.673236771487
Browns,Education,190.50535164685502,465.04723667699204,2.9389999999999996,7061.0,432.651788850124,84.7605792952688,9.0,462.225953440662
Khakis,Education,85.4154019893448,247.41950507433498,9.296,6704.0,461.73307613935305,282.632701799053,12.0,379.086889678654
Reds,Other,184.17964008386298,524.055434826337,,3007.0,520.7367101311239,141.589675766768,8.0,637.981742241472
Khakis,Environment,189.944793196187,706.454239919851,6.808,9192.0,678.216997650452,373.47770602628304,14.0,755.148869223891
Browns,Environment,114.527701062602,303.21406366700097,1.065,8935.0,378.32097095502,260.402826521601,8.0,380.50463936765294
Purples,Social,94.8928426510439,363.21968439559197,1.187,8813.0,448.038265148214,153.870875876281,13.0,452.38309315710296
Purples,Education,78.7465512081835,385.296174970325,2.4459999999999997,7554.0,447.734765931305,126.38228898615299,12.0,490.842445703925
Purples,Financial,33.5139181891199,389.37671883172203,4.124,5876.0,486.12253485411696,117.201062503455,12.0,536.138548346991
Khakis,Social,24.9648821291539,992.973128881789,7.502000000000001,8498.0,991.843288647942,854.726084692615,13.0,995.605037773472
Purples,Healthcare,25.4557317304082,407.789496381887,6.2410000000000005,3759.0,455.237066531154,102.648845871396,11.0,505.503486938962
Khakis,Education,66.5452674946271,38.5938426733279,8.277999999999999,7722.0,364.56198815722,503.821981641701,14.0,349.67537755085
Khakis,Financial,189.18323907766998,847.382214641807,11.088,4912.0,775.2494715386999,546.05786516973,9.0,818.971029220433
Purples,Education,34.4147784560883,440.215694182286,2.395,7605.0,488.37453878681396,141.490598456903,16.0,627.711686548911
Oranges,Military,77.9861916912218,564.468301540702,6.002999999999999,5997.0,288.069597317471,222.290719108074,8.0,518.506926186245
Purples,Education,111.29858186608,319.807731089916,0.384,9616.0,450.959955451231,198.25801917370399,15.0,433.426263268678
Greens,Financial,83.5813916790414,280.762542859697,4.735,5265.0,550.1111607398599,267.964896808775,10.0,645.701732583024
Purples,Healthcare,93.45519865369509,495.527503617439,2.9189999999999996,7081.0,420.129961861966,98.18030624395479,12.0,556.922283141962
Purples,Social,123.682620099378,291.607371343992,3.596,6404.0,361.799384780644,250.808693377314,11.0,480.55513053615095
Purples,Financial,140.801814817703,384.64033106459704,0.532,9468.0,422.925245692386,141.3556103376,11.0,472.925332773043
Khakis,Education,77.59555457929791,2.67452954005884,8.496,7504.0,212.96941034961498,757.8714811060539,13.0,5.378934020562849
Blues,Healthcare,414.621599180085,44.8862940538675,4.712,9288.0,867.952173110098,650.5783028148339,13.0,784.138770774007
Turquoises,Education,80.8301515908052,5.7977633550763095,7.42,8580.0,6.60900837366912,857.706581127881,14.0,2.01399820153634
Khakis,Social,152.503477418035,814.798153420807,7.692,8308.0,795.723301591352,628.779636867335,12.0,956.961358582735
Purples,Social,18.284797899370602,402.02160630370696,2.248,7752.0,441.664770209541,117.115870398812,12.0,473.291154400465
Khakis,Financial,233.996848298064,608.002698415238,9.468,6532.0,558.531821356155,223.928409915197,11.0,687.2254677946
Blues,Financial,618.359762451538,103.926023002714,6.811,7189.0,108.73225913383101,714.379949316583,11.0,947.631178190932
Purples,Education,124.665883234492,414.73936490301,6.656000000000001,3344.0,404.385776382375,129.503905455941,14.0,518.968549580774
Purples,Environment,231.35908769382098,424.26206421222196,2.052,7948.0,433.290378550879,101.42343453306299,15.0,489.98478351687896
Blues,Social,543.889166979592,529.276378219947,9.235,4765.0,540.893877623603,330.84773094003504,12.0,172.997239278629
Browns,Environment,87.38018180872841,313.76817613546103,0.9049999999999989,9095.0,353.84553159614,271.420233238923,9.0,367.238852983472
Purples,Social,154.62923346469,327.107605094182,0.4,9600.0,443.101321689356,182.362194542142,11.0,488.742549646631
Turquoises,Environment,67.2296031034871,406.59935923758906,10.458,5542.0,58.353578489561905,504.93994138600505,12.0,273.749910322454
Purples,Social,108.225794381416,532.07559710266,2.14,7860.0,477.277710951886,116.314811834375,13.0,609.471407696201
Khakis,Financial,23.3686059255188,848.293003391957,8.322000000000001,7678.0,545.3505527693779,547.6019112514119,10.0,920.1227967605679
Purples,Healthcare,140.408458823792,406.24075106302803,2.6189999999999998,7381.0,340.42626777833,188.154313804575,10.0,466.12562876019206
Greys,Military,51.219365528423396,538.723416774068,5.669,6331.0,528.696357486338,97.3854148181347,9.0,415.377691595784
Blues,Social,755.05515448488,651.715791318566,5.462000000000001,8538.0,896.796266315505,445.959571498237,11.0,635.701809544116
Purples,Environment,42.802765530452795,398.64792885415704,4.7139999999999995,5286.0,442.662375293359,124.441545216361,13.0,456.115462366752
Turquoises,Social,61.06831649074471,351.729898713529,10.753,5247.0,216.07096675001,392.745342300666,13.0,272.735429419602
Khakis,Education,21.718494690362,416.21033211672204,6.167000000000001,9833.0,443.395434878767,286.301053754374,16.0,232.150213469731
Khakis,Social,56.104739668217896,34.4449196072,6.95,9050.0,118.391419295222,779.3417658529671,9.0,5.0182364412216
Khakis,Environment,62.244231107138006,50.92031772197821,9.543,6457.0,78.16685095895079,781.234964872135,14.0,19.674793838643602
Khakis,Social,71.62786370360129,913.9197876347971,7.5089999999999995,8491.0,,624.133048239407,12.0,944.376372035926
Blues,Education,370.974226390873,231.97753704152998,9.338,4662.0,674.338228534907,395.17473713638395,14.0,732.235256349668
Khakis,Environment,138.416268198762,348.12788352206496,6.662999999999999,9337.0,423.421533661895,429.634880722153,11.0,105.466440637866
Violets,Education,30.954872404121105,947.4936523039939,12.767999999999999,3232.0,967.87349589619,748.908714523978,12.0,876.4413442695509
Reds,Other,242.43570083411598,376.073032098804,8.75,3250.0,491.158923860304,134.5168515201,11.0,551.5628290766599
Khakis,Healthcare,151.615988677848,246.860901211368,8.756,7244.0,456.093010376208,282.074044750899,13.0,383.558857576938
Purples,Education,314.514624448513,412.03427001997,,8903.0,318.482681634095,207.305924238095,16.0,452.154000098837
Yellows,Financial,9.57738323801516,518.45220313802,4.18,9820.0,353.389784537772,193.52325236148602,8.0,375.035164441993
Oranges,Other,230.81812192733798,464.72722691794996,3.4589999999999996,8541.0,394.69951183015604,128.926187790766,9.0,434.504957679571
Whites,Healthcare,244.285672456702,291.518519456658,4.082,5918.0,282.508897604189,301.524638054122,9.0,
Purples,Environment,93.5164959169394,364.702617162584,5.712000000000001,4288.0,363.96597924274005,191.905789066762,11.0,504.14671813556504
Purples,Healthcare,283.229105934303,373.99619216867006,6.727,3273.0,435.419350379976,148.95819001295,14.0,453.72989649249604
Greys,Military,77.74521287005629,556.328316714395,4.371,7629.0,420.372890001146,129.936490737533,6.0,414.150505449722
Purples,Social,166.06265693039,381.95824846739,4.133,5867.0,398.391765690401,190.453492044712,12.0,390.389579657661
Khakis,Education,146.689862155291,0.42469747961977006,7.127999999999999,8872.0,7.43507954757661,858.85295134953,15.0,4.58834461312263
Purples,Healthcare,158.611270534491,425.764231433563,5.6739999999999995,4326.0,408.656867014653,118.86294758447599,14.0,483.450588220682
Oranges,Military,39.860721608994496,540.939160570685,4.414,7586.0,209.007530211586,295.069418727126,5.0,473.291770441111
Browns,Financial,216.025573847068,505.337421866262,1.494,8506.0,437.371148242057,79.29251171404749,6.0,451.663251358563
Greens,Healthcare,122.01667712014,267.158359560285,4.302,5698.0,483.80060403327104,280.269374123759,12.0,655.155638374438
Khakis,Education,119.99219593692499,16.6436267860126,10.697000000000001,5303.0,,810.990310129397,14.0,31.944533045251198
Khakis,Healthcare,99.60239258854271,867.1568950079289,10.47,5530.0,541.736700222827,385.113792750235,13.0,608.4734791048829
Purples,Healthcare,9.61527692605285,394.464360963889,0.569000000000001,9431.0,446.139685596182,118.94477148523899,12.0,489.552316561206
Purples,Healthcare,81.1800364651354,417.717686632062,4.765,5235.0,525.4785504355269,86.1368056087743,11.0,499.883145353197
Purples,Healthcare,320.478949279665,420.007669291729,4.611000000000001,5389.0,439.097426624019,107.22971202762899,13.0,537.286924324354
Yellows,Environment,21.6259651568677,241.930610722108,10.405,3595.0,329.143103453796,328.757824924832,14.0,610.8594545794
Greens,Social,72.8713835743609,279.10392875302995,2.298,7702.0,471.840507755908,275.53927837967,11.0,662.27711679161
Whites,Healthcare,87.3721626699322,490.602848999199,2.665,7335.0,430.743432878622,72.4511819138578,8.0,480.91086108947997
Khakis,Financial,286.44357872106,38.1729358615794,12.788,3212.0,179.404627066106,709.6666422508839,,66.9167368665603
Turquoises,Social,66.6082930563422,894.4330882513901,10.685,5315.0,903.8940331509699,744.739399403508,12.0,985.725150575316
Violets,Financial,90.30222486480369,34.7597963204421,12.842,3158.0,70.9626738682461,751.8124674824901,9.0,94.16689153295009
Khakis,Financial,65.04139553577821,609.182115828832,8.761000000000001,7239.0,543.765988550149,238.659460683242,8.0,707.658715210761
Oranges,Other,146.12385299756,443.864909362207,5.744,6256.0,518.0412339212751,193.194743619838,10.0,316.022896968075
Yellows,Education,316.70621950502897,247.638997514039,9.956,4044.0,256.741945021326,389.0115447186,15.0,331.27114936494996
Browns,Social,232.000547758617,487.78480628282097,0.564,9436.0,457.69402884966104,53.4222129705251,6.0,469.752244940382
Browns,Social,67.0062654294622,463.980404705625,1.6340000000000001,8366.0,420.238289677641,96.1593908965459,7.0,460.15923220021597
Pinks,Environment,28.5447479652668,708.73488842477,5.574,4426.0,645.3889491061319,254.573811880605,8.0,509.981258815171
Violets,Environment,63.41637990383921,994.831599850851,11.203,4797.0,998.652292257229,858.4845509660789,11.0,993.440273450688
Browns,Financial,72.6107928262195,,5.006,4994.0,360.740332536109,270.124121161341,5.0,380.125110992423
Browns,Social,57.624952282355395,,0.0630000000000006,9937.0,393.388274081723,262.550440200287,7.0,386.71886717257894
Yellows,Education,344.476807697146,505.817875133988,10.285,3715.0,513.068061186742,92.22737718607401,14.0,408.888709764556
Purples,Financial,149.989301517465,471.21702710640403,1.501,8499.0,420.65554996392603,101.260668295349,9.0,444.056084660615
Turquoises,Healthcare,210.658189828664,518.792285351083,8.992,7008.0,777.983504329586,317.68485311655104,14.0,652.629247628399
Purples,,173.786441580962,454.94656181621804,5.015,4985.0,342.90856568781396,163.483133075946,8.0,495.61778892708395
Greens,Healthcare,216.16880325062598,321.669771740365,5.12,4880.0,536.3478827735549,221.18223140633899,11.0,625.693041162324
Blues,Social,749.587479218186,,8.147,5853.0,22.2202080767602,,13.0,825.692016398534
Purples,Education,185.533928878414,386.08788679300005,2.93,7070.0,452.50745796484597,124.77801998091999,14.0,481.61404921920996
Purples,Financial,,385.368133742244,5.7410000000000005,4259.0,382.824777345707,165.36010045773702,9.0,521.759256824944
Browns,Education,110.49873871652599,529.598657488536,5.45,4550.0,486.800461299589,35.0435015160408,10.0,486.668133983668
Greys,Foreign_Affairs,331.15887543713404,422.066822404764,2.9989999999999997,9001.0,487.74510845884004,79.27707327321629,10.0,507.816124998405
Purples,Education,175.767556471683,330.954467442499,0.21100000000000002,9789.0,399.08661378915605,199.693477816603,13.0,466.56975189589105
Turquoises,Healthcare,108.26790898658301,604.273917153478,12.802999999999999,3197.0,780.1805752563299,365.929831166727,12.0,711.022360872518
Khakis,Healthcare,213.465186878476,31.5664688004702,10.979000000000001,5021.0,370.08244742173696,649.727599878228,10.0,68.91136593092979
Reds,Foreign_Affairs,128.427705167869,479.031688422574,5.632999999999999,6367.0,401.09764285673896,143.523555505405,9.0,601.870823330392
Browns,Social,282.194564909454,466.042008876331,0.73,9270.0,435.916723418629,80.3724972118608,7.0,465.360040278446
Oranges,Military,59.8307420660963,528.001204973851,3.5789999999999997,8421.0,358.711992440061,169.804795407178,9.0,589.929416672346
Khakis,Financial,83.55036941085301,21.7768655466224,9.689,6311.0,54.197934223339004,797.547923312336,9.0,43.22232781946429
Khakis,Financial,45.6022637464808,807.367840803743,7.05,8950.0,583.246881491505,413.079512530623,11.0,763.115280502904
Purples,Social,33.7195680647614,377.897004254563,0.551,9449.0,403.99003659633104,158.734847755721,10.0,532.7062264599231
Violets,Environment,81.0408960194225,84.93481726232629,8.073,7927.0,47.8084033704848,672.092722086363,11.0,226.225857506506
Khakis,Education,22.7821467494803,888.978068500085,10.97,,766.060386085883,568.194529387946,14.0,817.416061988306
Purples,Education,60.07893046428121,387.82062775799596,2.516,7484.0,451.838833826062,138.447455984268,15.0,565.2992234614779
Whites,Social,177.90938699930803,480.96090893951697,4.551,5449.0,468.077569134364,42.779652369088396,8.0,478.820527012237
Browns,Financial,45.8508824875412,283.107463100074,4.542,5458.0,349.52622451173204,290.973874748128,5.0,377.602834537068
Reds,Other,32.0244310026642,588.412574546767,7.308,4692.0,501.651937715164,123.220121083288,11.0,585.811922269447
Browns,Education,53.860363020124204,332.822779002505,1.34,8660.0,407.476828067344,214.71267573992802,10.0,402.057299616183
Yellows,Social,22.1284943257759,565.640109709574,,8113.0,330.216552356616,197.205209824043,9.0,575.860738761143
Reds,Foreign_Affairs,102.37846646650299,449.110959534981,,9904.0,441.88109565052497,88.65780798915449,,543.5052345724961
Browns,Healthcare,145.10798624006398,525.270789882379,4.177,5823.0,426.51545083029,84.989136566745,7.0,465.58254009364003
Yellows,Financial,12.217312375052199,300.970670665043,9.475,4525.0,505.111604917995,214.257531767222,10.0,420.832535226764
Khakis,Social,51.4777525275451,396.00436622284303,9.075,6925.0,427.43107932619796,313.950787398292,11.0,212.80014481978802
Yellows,Financial,25.767859250647,511.488163881753,8.387,5613.0,526.571762197163,104.294180439595,8.0,399.803994002105
Greens,Education,108.91137602310499,292.131968043197,1.3619999999999999,8638.0,499.05651082750296,269.403898801581,16.0,671.372260906131
Khakis,Financial,44.361814579333604,998.5037179123019,11.937000000000001,4063.0,952.761702472344,825.1315033986011,12.0,976.8048677423429
Turquoises,Healthcare,148.54895122588601,521.891026291996,12.57,3430.0,744.0452174922881,391.87896769480795,10.0,805.829756741514
Greens,Financial,82.63096356320699,249.534582043204,2.305,7695.0,488.151963380104,294.152281362942,11.0,653.792922681782
Yellows,Environment,-0.7126145171135359,269.342030908516,7.007000000000001,6993.0,354.70835625455595,309.550859735911,11.0,353.34061804446196
Browns,Healthcare,72.5574742198465,338.578709506179,3.343,6657.0,401.964277681733,211.73534132906002,7.0,404.271117772227
Khakis,Education,188.635511311097,133.495335932134,11.687999999999999,4312.0,427.04937909729796,407.643224906198,15.0,337.133376843701
Purples,Education,223.64830863551103,464.224105392313,1.7380000000000002,8262.0,415.21031709948096,111.319679985709,16.0,437.367211536051
Khakis,Healthcare,19.554172420842303,812.029943684531,7.1579999999999995,8842.0,706.0272406088189,544.836562962637,13.0,896.278905207284
Khakis,Education,104.941024961695,75.9374911684516,6.812,9188.0,105.736765428446,730.688179546816,15.0,54.317707107284
Purples,Healthcare,47.619918213939705,427.375745432441,3.4789999999999996,,436.432555606072,122.15463499974199,14.0,425.12241648095596
Purples,Social,184.91377179360802,364.728762528731,2.552,7448.0,401.243148212252,172.024730431961,11.0,
Pinks,Financial,58.3003421965378,311.897501455462,5.711,4289.0,323.175190989059,276.93654447329396,5.0,399.77881149998706
Browns,Financial,,313.434699451213,5.207999999999999,4792.0,,,5.0,407.835342700687
Purples,Financial,78.0362961007927,382.750049746464,0.48700000000000004,9513.0,426.378162253747,138.53751100979602,8.0,504.99160587359296
Reds,Other,48.8423065947392,562.6958322813031,6.54,5460.0,400.405676282032,163.46752458967399,8.0,613.454109194824
Purples,Financial,,383.99973344710196,0.618,9382.0,335.009285545538,205.999897109505,11.0,541.928032538974
Purples,Healthcare,28.899552931210298,354.052024676446,5.577000000000001,4423.0,431.816273612516,192.24149117792,11.0,395.085945244775
Khakis,Financial,150.758328359949,106.009938412699,6.919,9081.0,263.346913270652,558.2215504252749,10.0,183.17442137494098
Browns,Social,117.44044779815901,500.741121342845,5.638,4362.0,491.28546932008203,25.457126268901895,7.0,476.092407648306
Purples,Social,82.774361492552,401.95637759890604,0.467000000000001,9533.0,371.98066388144895,163.609781318524,11.0,472.311406151044
Purples,Social,23.5094077770866,382.764620274467,6.853,3147.0,416.363425928368,147.204049365539,13.0,469.507027567282
Oranges,Military,148.000418435467,324.246406741481,3.68,8320.0,487.18258873008796,180.931160523885,8.0,541.017962816024
Whites,Environment,223.66544479127603,297.696124600317,0.327,9673.0,283.377884400777,298.551266580475,10.0,535.789101810364
Purples,Education,87.79948009552021,444.103282171328,0.433,9567.0,498.560439532975,92.17463635479722,15.0,573.277883353593
Khakis,Healthcare,188.141851118087,873.6673614859869,6.88,9120.0,782.709635561332,671.197284792311,13.0,980.57648718331
Greys,Military,173.091492874074,460.71067542733704,3.33,8670.0,511.150303416216,98.2106521317498,5.0,410.683977358517
Purples,Education,322.00325600470404,356.29565340429,2.375,7625.0,429.69201368776703,160.82327783438402,14.0,516.430901485144
Blues,Education,713.501004915589,990.987281315029,9.152000000000001,4848.0,185.807055793703,687.874542301828,13.0,134.77997132577
Violets,Social,33.0414160062999,49.46540769040279,8.035,7965.0,147.64534673302,671.292698124338,9.0,148.576230159961
Purples,,277.12349584641004,438.932286306346,2.563,7437.0,,77.7012896666027,15.0,504.408777421932
Browns,Environment,99.16145925064129,328.295562292554,0.0419999999999998,9958.0,374.674787504833,239.37786636739398,9.0,389.94119712073405
Turquoises,Financial,141.311436804559,856.910035479814,10.333,5667.0,917.881678581194,683.549396666101,10.0,906.4848176285941
Violets,Healthcare,144.809179606648,241.140987756545,11.409,4591.0,140.360392372897,456.790109952408,13.0,389.056009822525
Reds,Other,78.11589358962699,649.215809237438,8.577,3423.0,467.63609976016096,175.12228394998002,11.0,585.761498183856
Purples,Education,203.80170769464598,500.29154905111506,5.541,4459.0,360.400211984802,139.60274727259198,14.0,500.860947918183
Khakis,Healthcare,272.942527936363,798.811537163954,6.409,9591.0,655.0301034003501,535.422866355336,13.0,916.359193621993
Pinks,Financial,123.0655657008,689.837884236804,2.4419999999999997,7558.0,628.2897515323571,229.607491708295,7.0,485.069574392054
Purples,Financial,94.37373243164421,427.20280468216697,4.478,5522.0,417.810043118818,109.94935116903,8.0,505.851424118748
Khakis,Financial,112.234517523521,0.43763631401533903,6.1339999999999995,9866.0,2.5625538546592,863.771395441873,8.0,0.9063659547694901
Khakis,Social,113.408087352206,996.0545053184669,8.963,7037.0,991.091175237671,857.616119899186,11.0,998.2617730348869
Khakis,Education,113.055326640366,48.2403704040588,9.831,6169.0,77.2537761367857,776.601057021418,15.0,30.6301362001237
Violets,Healthcare,48.4708181546919,876.951378533018,8.357000000000001,7643.0,941.405726319521,687.6877453202941,14.0,868.7588345492261
Khakis,Education,126.996396594546,262.601132820616,12.728,3272.0,280.423185555264,529.415880974627,13.0,80.82345551261159
Turquoises,Healthcare,41.2648762139046,434.239199850708,8.655,7345.0,162.46283111758,359.253426714537,13.0,396.04230960288396
Purples,Financial,228.666963234178,460.935034576451,3.945,6055.0,479.189299054964,74.6738752897181,8.0,439.85824367864194
Browns,Financial,316.590145110836,505.727093341762,3.9939999999999998,6006.0,461.55031159313796,64.1288937994415,6.0,448.99669733036905
Reds,Foreign_Affairs,142.144344336412,406.776428097102,3.5839999999999996,8416.0,,122.114094956795,7.0,578.739182619306
Violets,Education,68.8085960441191,936.330255077308,12.968,3032.0,794.869658643775,590.750127090917,14.0,767.6817243918781
Greens,Environment,90.5988551484017,346.08235231886,1.693,8307.0,546.2620894025521,270.10863427314996,14.0,717.089500265031
Khakis,Financial,118.235541699315,40.2955635834619,11.497,4503.0,121.867124573328,757.7641281391859,11.0,31.071611485239302
Purples,Social,151.958810257407,439.650583207171,0.67,9330.0,394.546820229108,134.857017492479,10.0,558.514869357627
Browns,Environment,69.3239435217063,312.525582283313,1.5330000000000001,8467.0,371.99461561421896,259.90893224903,8.0,373.42742266640704
Khakis,Social,72.06695963355091,934.6756426833801,10.642999999999999,5357.0,746.823868365027,628.209259910959,11.0,880.502217997464
Purples,Environment,100.990851453801,415.175763738556,5.178999999999999,4821.0,496.238861456529,90.5524945545468,15.0,531.4715276014799
Greens,Healthcare,89.5690667537216,314.899921590208,1.95,8050.0,505.92889142709504,239.633422078409,14.0,652.075593689926
