Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,2.0,333.67776689630796,50393.442142533,Social,111.22592229876899,Yes,453.072818826971,Yes,Female,After_16:00,0.132052882341668,0.889759994577616,660.838076844811,5.1450380240567,37.5868916045874,0.148999999999999,9851.0,11.0599879175425,426.00613452214503,5382.740457314,52409.013813840094,Maybe,205274.97915981698,20.6399160492998,95.5003164369131,46.2431305088103,12492.431713510701,70.0,Below_30,3.0,659.7190014745839,10.0,Car,Industry_or_other,462.012397043913,,No
Yellows,9.0,,3196.5196745136304,Financial,10.3805665320631,Yes,307.933065564421,Yes,Male,By_16:00,0.13102724426426,0.6665641947183759,36.557950079441106,5.52973473910242,35.9456403646618,10.003,3997.0,70.0120341731235,579.594292429862,,,Yes,94822.772867902,24.074764639137396,280.109548038085,3.23642399162054,128.136728058653,60.0,30-45,2.0,896.284975851358,11.0,Car,Services_or_Retail,687.71361221608,0.0,No
Browns,2.0,98.9281106431116,15879.920795067901,Healthcare,32.976036881037196,Yes,481.55940789232903,Yes,Male,After_16:00,0.93605127884075,0.79974469426088,104.45665055885901,7.369235116057099,26.330473879352198,1.347,8653.0,80.41597560513759,445.266606124151,5706.1272911716005,54842.713814128,No,,21.101341334715,61.1944593205145,95.30195242259649,1130.39504526056,80.0,45_and_up,3.0,,8.0,Car,Public_Sector,479.777190870706,0.0,No
Khakis,3.0,151.89474246740102,5107.82709453085,Financial,50.6315808224669,Yes,100.882236176682,Yes,Male,After_16:00,0.44955809507519,0.9495889968238771,217.95685752294997,1.68917238712311,24.7371340636164,10.21,5790.0,77.9977299505845,292.183299316093,1593.188960399,28114.5728830031,Maybe,10177.2255760078,17.0933700397579,581.602831327944,20.497718569822602,2624.18855740447,60.0,Below_30,2.0,338.812126104588,9.0,Motorcycle_or_truck,Services_or_Retail,131.517866204873,0.0,Yes
Khakis,9.0,594.500562094101,10529.5370612717,Education,198.166854031367,Yes,53.13470364526749,Yes,Male,After_16:00,0.372921131551266,0.193976196227595,328.852481907234,,68.49746890366079,7.778,8222.0,55.5013933451846,149.008712964132,829.36446238094,16062.8061258309,No,2823.2967314703997,12.2069125074333,672.231378069375,99.7977026738226,39478.2688907205,100.0,30-45,2.0,209.830423482915,14.0,Foot_or_bicycle,Industry_or_other,140.818222901338,0.0,Yes
Purples,9.0,244.44379289924498,38069.7644746717,Financial,81.4812642997482,No,467.22108207137,,Female,After_16:00,0.906303655123338,0.7737014088779691,190.87638240307598,9.83614661963657,42.551606264896705,4.527,5473.0,74.9350921018049,396.19625878081297,5464.603338275329,50989.7357374622,No,218295.539531942,19.9046793187133,109.04809178324,70.1118346303701,6730.677696185171,60.0,45_and_up,2.0,650.065624583431,9.0,Motorcycle_or_truck,Student_or_Unemployed,493.533766947126,0.0,No
Purples,7.0,214.45709166450501,30563.4264956452,Social,,Yes,427.546036250345,Yes,Female,By_16:00,0.0556190330535173,0.515535596059635,401.70016791671503,6.83655916247517,23.637376120314002,1.8019999999999998,8198.0,9.80319452937692,338.763541225562,4952.9874449545705,46108.6224334237,Yes,182795.61311338103,18.4055301805072,177.073384844087,48.1527964351699,5191.69060446569,70.0,Below_30,,602.843019404626,13.0,Public_or_other,Services_or_Retail,510.402457353172,1.0,Yes
Khakis,10.0,596.8386116771401,3999.8179322777796,Environment,198.94620389238,Yes,20.105022634367398,Yes,Male,After_16:00,0.412078471155837,0.267931079259142,430.62229617498804,3.1907362700440003,73.94974241033201,6.519,9481.0,88.75227845273909,56.00623064674439,313.06268763716304,5410.20154380228,Yes,404.211935128426,7.483731064565611,807.7879761977119,14.2845777329057,39788.5382470809,90.0,45_and_up,3.0,65.196929568952,14.0,Motorcycle_or_truck,Public_Sector,25.5616394468907,2.0,No
Violets,6.0,114.918257483085,7720.073756130279,Financial,38.3060858276949,No,201.536481457699,Yes,Female,,0.237863744376227,0.126347290584818,34.558338811621105,6.38731892453507,81.0653201537207,7.042000000000001,8958.0,24.1300444817171,224.859447307626,2465.08370919225,32504.816958781,Yes,40616.9533583496,14.9953141783567,406.325800917567,45.7570074126124,1515.66229726643,60.0,45_and_up,3.0,463.61282440502504,12.0,Public_or_other,Industry_or_other,482.171347364783,0.0,No
Khakis,6.0,250.651108232559,,Financial,83.55036941085301,No,21.7768655466224,Yes,Male,By_16:00,0.25599188474007,0.0679328576661646,400.134535506368,0.0480724708177149,17.6871999632567,9.689,6311.0,24.1233567008749,54.197934223339004,326.164523912902,5700.154992007379,Maybe,474.23187303567,7.361924627659469,797.547923312336,83.9301547268406,7074.21459810085,60.0,45_and_up,0.0,72.56699126539951,9.0,Car,Student_or_Unemployed,43.22232781946429,0.0,No
Whites,6.0,475.864009898375,87869.7345171653,Healthcare,158.621336632792,No,553.95911030925,,Male,After_16:00,0.187090568244457,0.4267806387506429,781.671748729423,2.68042116425931,54.0539135225117,4.726,5274.0,59.9308126373217,410.96316871676004,6361.51744052602,,Yes,306870.695894615,20.2722265357498,110.509937011453,94.6141046937555,25329.349771806203,80.0,Below_30,3.0,656.733709554608,8.0,Motorcycle_or_truck,Public_Sector,462.941893357198,1.0,Yes
Greys,1.0,427.35855738635297,95580.2052037355,Military,142.452852462118,No,670.960275991335,No,Female,By_16:00,0.527615379542112,0.197047881083563,820.298695936799,8.67597084259614,20.775036886334398,3.63,8370.0,16.9329070718959,568.71559993542,7847.0339597842,68618.5132562198,Yes,450187.691958369,23.8477588031962,184.490062584488,33.4281881339848,20445.268027056,30.0,30-45,2.0,833.612688617827,9.0,Public_or_other,Hightech,509.345242153631,0.0,No
Greens,6.0,202.634665009644,22710.522211155298,Financial,67.5448883365481,No,336.228584730176,Yes,Male,After_16:00,0.18435332202352597,0.711679760599509,291.09905869700003,8.36457586847246,18.023252044804398,2.524,7476.0,11.363456957042198,532.653430791921,4427.5927088856,64380.677768741,No,113049.661189657,23.0792857513382,258.970654804682,15.522297215648,4639.8568287333,60.0,Below_30,0.0,861.978714989536,8.0,Public_or_other,Industry_or_other,697.9355376075799,0.0,Yes
Khakis,2.0,101.05949814198401,12095.321939481899,Education,33.6864993806612,Yes,359.055472128565,Yes,Male,After_16:00,0.8066627690568571,0.155260837636888,654.0979531127961,9.20800724532455,44.4215749856085,10.495,5505.0,46.7374601634219,401.547911460511,4393.650544206671,40508.9975798709,Yes,128920.83206546599,20.038660420809396,436.13300806498296,18.4312548255548,1178.4667399039502,100.0,45_and_up,1.0,446.890442241326,,Car,Public_Sector,99.18354942801871,0.0,No
Khakis,,,147145.32974629098,Education,157.386950290771,Yes,934.927130072993,No,Male,By_16:00,0.016973540186882,0.4829562373925,432.89044406265,6.07568312436342,45.4524320783094,11.404000000000002,4596.0,28.2673096982762,832.6652148971331,11014.601730524199,102797.0398028,Maybe,874088.7385465229,28.8559389883111,667.747477691618,39.2558862222359,24938.039072120402,100.0,45_and_up,2.0,1283.97969771447,14.0,Public_or_other,Student_or_Unemployed,882.1765825995,0.0,Yes
Oranges,1.0,173.685762295094,17682.0788214272,Military,57.8952540983646,No,305.41499638960397,Yes,Female,After_16:00,0.648678647354245,0.552244360093027,,5.0223299046047005,86.1898867879063,2.992,9008.0,10.2072265930474,405.212717904172,3864.57539970438,46910.3379868861,Maybe,93278.3200196616,20.129896122538,236.615229892837,64.5819808589295,3419.7557012125703,30.0,30-45,2.0,597.434372185955,8.0,Public_or_other,Student_or_Unemployed,404.40285286648,1.0,Yes
Khakis,7.0,382.09752904355497,122909.57850594,Financial,,Yes,965.0120911297189,No,Male,After_16:00,0.48629820952191904,0.0038172616623342,168.588055530563,4.76965577108786,38.090746453963206,11.616,4384.0,93.63550657872108,602.30052494444,10854.7219611861,78926.4990251515,Maybe,931248.3360265541,24.541811769803,491.85264660635397,87.3145296238363,16359.423809813401,60.0,Below_30,2.0,950.2510615714699,9.0,Foot_or_bicycle,Industry_or_other,623.358760017005,2.0,Yes
Whites,9.0,173.92876254996102,28649.517665530402,Social,57.97625418332029,Yes,494.15951528949995,Yes,Female,After_16:00,0.41310994164086895,0.39886141102761,945.485088508576,8.315204649697991,50.7249474525452,3.685,6315.0,16.1056319484487,475.491553051626,5892.578258998249,57489.709315974505,Maybe,244193.62655115302,21.8057688021227,31.908133270597,59.3094458337873,3429.2223033122805,70.0,Below_30,1.0,717.568638665041,7.0,Car,Hightech,480.420578779255,1.0,Yes
Yellows,8.0,865.585064246352,164027.493561586,Healthcare,288.528354748784,Yes,568.496963511268,No,Female,After_16:00,0.907076349714771,0.984007989289239,564.925379119813,6.15390671417117,9.87548637203872,9.302999999999999,4697.0,58.8459082646295,356.17197849030197,6397.31359209328,51636.0257589559,Maybe,323188.797521532,18.8725191347181,181.03309373268996,45.5199857009575,83547.1398487888,80.0,45_and_up,2.0,670.400544384576,13.0,Motorcycle_or_truck,Industry_or_other,585.992134784356,0.0,No
Purples,5.0,928.950579333389,132070.748869801,Social,309.65019311112997,Yes,426.515958355636,Yes,Female,By_16:00,0.5512134248856461,0.876886574318632,247.104136506096,1.5347216464579099,0.340781430713832,5.796,4204.0,53.0757344095036,405.91272479638803,5076.98503314914,51158.708842744,No,181915.862732027,20.147275865396498,119.416608047177,8.54668947868049,96202.89228687099,70.0,,1.0,656.558256130295,9.0,Motorcycle_or_truck,Student_or_Unemployed,497.17041595596396,3.0,No
Oranges,6.0,651.051517519118,115182.78605788,Other,217.017172506373,Yes,530.754247360299,No,Female,After_16:00,0.548055330989882,0.283747187582776,541.431567166001,2.083667491097,26.285009365528804,,4829.0,47.6267526624724,290.18128694751,5887.90504749801,45338.4048612043,Maybe,281700.071090998,17.034708302389802,223.194016542374,12.6307822531089,47323.4703351671,50.0,45_and_up,2.0,599.044663429625,8.0,Car,Industry_or_other,569.612160881672,0.0,No
Pinks,4.0,905.1944278806329,,Social,301.731475960211,No,693.279799473648,No,Male,By_16:00,0.300036913715303,0.516254949849099,334.818199509755,1.66086348472163,59.611985762603595,3.9619999999999997,6038.0,1.96917029097676,626.493581401886,8185.785157540259,72611.4102396467,Yes,480636.88035822206,25.029853803046603,,69.3056164309382,91353.61506108759,70.0,45_and_up,2.0,865.914967044796,8.0,Car,Services_or_Retail,465.48552767146697,1.0,No
Blues,2.0,1276.39037679583,348533.274355471,Financial,425.463458931942,No,819.184978259727,No,Female,By_16:00,0.15256051416508898,0.96659671026282,12.498680036515,9.0953070204705,55.645703105256004,8.272,5728.0,16.532093542628,192.964737070724,8577.77925673872,39396.639924263596,No,671064.02860639,13.891174790878,447.455215562948,57.373490347526996,181454.618345264,60.0,30-45,3.0,473.702333541587,10.0,Public_or_other,Public_Sector,436.231144703925,1.0,No
Khakis,1.0,865.5839004815649,169038.612477141,Financial,288.527966827188,Yes,585.865607192197,No,Male,After_16:00,0.499010651838034,0.1812742294278,985.7597167138009,0.11263535823672999,55.645843478851006,7.422999999999999,8577.0,54.338291590101996,544.752798159607,6948.1616682411795,73808.8082308389,No,343238.509690681,23.339939977635,393.358900912486,,83546.9156082584,60.0,Below_30,3.0,989.4916672324961,9.0,Car,Hightech,881.255176339259,2.0,No
Turquoises,1.0,236.37133235998903,48888.5564688508,Financial,78.79044411999641,Yes,620.488398242742,No,Male,By_16:00,0.141644902061671,0.6408159257844089,122.187118278816,7.22931243013591,67.75171118788421,11.315,4685.0,94.2052644910291,679.755197795361,7564.394378018141,81908.6083172614,Maybe,385005.852353843,26.072115330278802,321.862303616007,93.6667894711718,6296.724528746271,60.0,30-45,0.0,1042.95655530762,10.0,Motorcycle_or_truck,Public_Sector,738.25607493504,0.0,No
Greys,10.0,431.688784828012,61941.154569664905,Foreign_Affairs,143.89626160933702,Yes,430.45701032753897,Yes,Male,By_16:00,0.358507318655029,0.385082717519253,399.356635287404,6.084203138016161,89.2683929530904,4.985,7015.0,12.7868840936571,522.2508706137049,5349.071844502801,60595.3415067128,No,185293.237740123,22.852808812347398,,88.0162470042706,20860.0303667522,40.0,Below_30,3.0,763.017195064399,7.0,Car,Hightech,499.891420958621,0.0,Yes
Browns,7.0,88.7127009185359,9602.650780544749,Environment,29.570900306178604,Yes,324.733122127443,Yes,Female,After_16:00,0.845750602660701,0.19030634523369397,317.164144711569,6.48905019974336,19.680906413123,4.96,5040.0,78.27477147802709,398.39513143485397,4044.12148414414,47047.8029297997,Yes,105451.60060663699,19.9598379611372,217.880176289411,60.4515500599518,914.0090452241341,90.0,Below_30,1.0,600.936090044218,8.0,Public_or_other,Student_or_Unemployed,419.81431908021005,0.0,Yes
Purples,6.0,224.241397804838,27042.474472003,Healthcare,74.7471326016125,No,361.786111798215,Yes,Female,By_16:00,0.9331270612310619,0.824454102432355,357.913885032758,9.28422720404342,99.51814261730759,1.6219999999999999,8378.0,7.409388339146969,330.046229518186,4277.953577018529,43365.3203560529,Maybe,130889.190690071,18.1671745056348,221.09745362731002,92.0024959370494,5671.88096476466,80.0,Below_30,0.0,568.247567616371,12.0,Car,Services_or_Retail,470.054699740364,0.0,Yes
Browns,4.0,198.75768225548302,20578.924784931798,Education,66.2525607518275,No,310.613273681866,Yes,Male,By_16:00,0.184391458984464,0.942046723561361,936.175602022558,9.983355181757359,29.3804039945826,2.613,7387.0,83.9579819701612,377.408337032137,3860.94941088293,44899.172849743,No,96480.6057873657,19.4270002067261,242.954220799492,98.7831367412582,4465.65436692642,100.0,45_and_up,2.0,575.643618405378,10.0,Motorcycle_or_truck,Public_Sector,409.829575416535,0.0,No
Purples,2.0,36.5181188608421,4699.365596581571,Financial,12.1727062869474,Yes,386.05758537200796,Yes,Female,By_16:00,0.4935138497967271,0.973121794173494,535.526652820408,2.2512415586970698,95.80928364302959,0.225,9775.0,52.277121716178996,422.21006879917803,4704.99599131844,52709.726876199005,No,149040.459223266,20.5477509426014,143.055131741985,84.88430916331708,170.347484635236,60.0,30-45,1.0,687.50661221604,12.0,Motorcycle_or_truck,Hightech,537.823583519159,1.0,No
Khakis,7.0,244.53596860169,1945.1336840511701,Healthcare,81.5119895338966,No,23.863160440247697,Yes,Female,After_16:00,0.584237058181316,0.272985582007095,632.371512008831,8.937060767784711,92.56382563617079,8.812999999999999,7187.0,51.4950665412471,181.758799124509,602.149202651496,15958.602504004799,Yes,569.450426197005,13.481795100227199,732.059312051489,15.9663063939661,6735.716427307961,80.0,30-45,5.0,187.974123224775,13.0,Motorcycle_or_truck,Public_Sector,44.00977593738379,0.0,No
Yellows,7.0,64.87789547060319,5231.98295785605,Environment,21.6259651568677,,241.930610722108,Yes,Female,After_16:00,0.475850230781361,0.484641831135377,724.7893474996091,3.3704483951441904,51.256444118916995,10.405,3595.0,58.30205033998939,329.143103453796,3077.59231412867,44494.036113905706,Maybe,58530.42040437231,18.142301492748803,328.757824924832,48.979620030149796,499.308334122926,90.0,30-45,1.0,625.851581470328,14.0,Public_or_other,Hightech,610.8594545794,1.0,Yes
Greens,5.0,113.431751715823,12150.322277136002,Environment,37.8105839052744,No,321.347120890167,Yes,Male,After_16:00,0.22859788965433803,0.7579491245560351,682.511522667482,9.55884591443464,0.57819914072752,6.925,3075.0,87.7278501633555,497.122158978292,4207.71552685825,60670.3127256083,Maybe,103263.97210439999,22.2962364308036,247.457376260914,10.233737784437801,1477.45083916307,90.0,45_and_up,3.0,815.1455019567,15.0,Public_or_other,Industry_or_other,671.201693574441,1.0,Yes
Oranges,1.0,799.360942356882,77566.0095601037,Other,266.453647452294,No,291.105077005903,Yes,Male,By_16:00,0.782353048445657,0.141463378444314,631.024694303051,7.843057762365791,89.0507890377194,7.897,4103.0,90.38567137904471,438.83667952419404,3788.72412910742,57207.3008284788,No,84742.1658586127,20.9484290466897,328.263293300227,88.3996364660561,71273.99988808371,50.0,Below_30,1.0,796.923957477646,8.0,Foot_or_bicycle,Hightech,745.720876410562,0.0,No
Purples,10.0,590.946451629457,77682.2511892936,Social,196.98215054315202,No,,Yes,Female,After_16:00,0.0351970195770264,0.450159736676142,769.950929796323,9.22073293244466,99.22241652384399,2.54,7460.0,74.03054856695229,422.902279605375,4789.42335792398,53637.242055240706,Maybe,155521.292295644,20.564587999893803,148.149528959561,90.31288351397959,39008.9497831483,70.0,30-45,3.0,704.850581566713,10.0,Motorcycle_or_truck,Hightech,569.604683869487,0.0,Yes
Pinks,1.0,604.67908481083,141393.112158458,Financial,201.559694936943,Yes,701.494970027077,No,Female,After_16:00,0.0861044705379754,0.8717378207948059,978.930563433096,4.46541224373505,87.81877139117572,5.781000000000001,4219.0,73.7718119518831,680.3931287383099,8375.73595774739,77462.3301689005,Yes,492095.19297329,26.0843464311129,270.991056219298,95.47325547318908,40837.8703180106,60.0,30-45,2.0,923.926473288391,7.0,Public_or_other,Services_or_Retail,482.846320842408,0.0,Yes
Browns,3.0,303.699354207714,35846.6894815013,Education,101.23311806923799,No,354.100418570375,Yes,Female,By_16:00,0.463066772557795,0.8688984280452131,336.832503555343,5.607802558224651,13.3907326729968,5.635,4365.0,96.50392972398551,382.22491845634397,4305.45402261644,46418.4283880471,Maybe,125387.106431715,19.5505733536473,201.217260041649,59.376001637429,10359.3773120895,100.0,45_and_up,3.0,592.9065509860769,9.0,Foot_or_bicycle,Hightech,426.98816503666,0.0,Yes
Purples,6.0,,21067.0113693266,Financial,55.284924449982796,No,381.06249721633,Yes,Male,By_16:00,0.819363950984553,0.743177650962025,246.80367391556499,8.59560200246051,0.934772309847176,5.393,4607.0,94.76205760147421,484.166700569257,4778.95837330182,58427.3035222499,No,145208.62678474598,22.003788323133303,141.289292752342,29.438593564555003,3121.70779589029,60.0,Below_30,1.0,761.158563365089,8.0,Foot_or_bicycle,Student_or_Unemployed,574.604566262248,1.0,No
Reds,9.0,234.66903880296002,31724.9996927748,,78.22301293432,No,405.57118043270304,Yes,Male,By_16:00,0.21292742132209197,0.14527376787736998,,0.260334883350879,94.7121609235182,3.694,8306.0,88.2356346584857,517.5788778538749,5090.86956003478,62150.6699551926,Yes,164487.982397576,22.750359949984897,140.222020325906,78.6545365583152,6207.062765457121,50.0,Below_30,1.0,807.45744853625,8.0,Public_or_other,Industry_or_other,602.158680848983,0.0,No
Purples,1.0,715.3693577969569,99217.05808573039,Education,238.456452598986,No,416.080407992081,Yes,Female,By_16:00,0.20736104086972798,0.530174704501405,461.711511248723,7.461250517517331,39.3036660039797,4.327,5673.0,62.28468201588839,444.25656699978896,5049.31721392039,54974.059489846906,Maybe,173122.905914857,21.077394691939197,107.463861630952,97.7407153462991,57109.9362386913,100.0,Below_30,1.0,710.13823792507,16.0,Motorcycle_or_truck,Industry_or_other,537.398573652104,0.0,No
Khakis,8.0,483.604449360744,104127.341916222,Healthcare,161.20148312024799,Yes,645.94530956361,No,Female,By_16:00,0.437234922079369,0.14785426598973597,983.686019666493,2.05979867605492,40.1008670218289,11.665,4335.0,87.440126365982,637.387048453093,7734.22719254229,83217.3409195055,No,417245.342947228,25.2465254728862,468.726512015764,9.71145960502326,26157.1196432879,80.0,Below_30,2.0,1100.09736979625,10.0,Foot_or_bicycle,Public_Sector,923.708990464203,0.0,No
Purples,4.0,356.558384448249,46968.1407614317,Healthcare,118.85279481608299,Yes,395.17910230139603,Yes,Male,After_16:00,0.993871523533016,0.7268789217341691,33.148366259411,1.77409726893529,38.020636024884894,3.84,6160.0,9.394782339222731,423.403800558189,4798.59862413033,51782.6456525382,No,156166.522895737,20.5767781870289,130.511991287546,2.4344184203073396,14254.83963041,80.0,30-45,1.0,663.892132227278,14.0,Public_or_other,Public_Sector,486.621602989537,0.0,Yes
Pinks,3.0,337.28765545663896,82602.3423777433,Education,112.429218485546,Yes,734.705297167592,No,Female,By_16:00,0.35263548535294803,0.42076327675022207,48.2201976701617,7.562778703868389,82.9151317011565,2.0669999999999997,7933.0,16.8160016415641,639.4626038367051,8625.97817934933,74263.07707891549,Maybe,539791.87368612,25.2875978265375,275.705211808657,51.2287990422919,12762.758387756201,100.0,Below_30,3.0,879.771193172621,9.0,Foot_or_bicycle,Services_or_Retail,461.568640005654,0.0,No
Greys,1.0,484.794167780244,64889.8879518358,Military,161.598055926748,No,401.551167058904,Yes,Female,After_16:00,0.43444667709991297,0.7598902997560799,705.796678550541,9.706220277585091,6.50150605943054,6.902,5098.0,99.94688271544871,577.482282659143,5170.476235907329,64835.2885504109,Yes,161243.339766368,24.030861046977503,126.006882658227,9.059722255915402,26285.5297352311,30.0,45_and_up,2.0,816.635608005166,6.0,Public_or_other,Hightech,513.492873812094,1.0,Yes
Purples,6.0,193.83208772950698,24785.1881872388,Social,64.6106959098357,Yes,383.608129245761,Yes,Male,By_16:00,0.12260880204848901,0.0193694746121764,607.413059333339,1.22174259740859,5.49802342429757,4.622,5378.0,76.0210057254881,354.222173047808,4544.52563855322,46195.4812360788,Yes,147155.196823432,18.8207909782721,186.678485240061,67.7994965109974,4249.1527218631,70.0,45_and_up,3.0,603.603577256218,13.0,Foot_or_bicycle,Services_or_Retail,492.885617177229,2.0,No
Khakis,3.0,856.4547578188989,98489.3756129659,Environment,285.484919272966,Yes,344.989766407924,Yes,Female,After_16:00,0.641556098591536,0.845152232563123,970.2654820866879,4.455174671020361,21.6080154059455,6.022,,7.4181062169373,435.39725348819,4320.69217105563,40919.022818852405,Maybe,119017.93892619401,20.8661748647947,518.290380644893,6.74496388528496,81797.1240515651,90.0,45_and_up,1.0,431.191646320652,11.0,Car,Services_or_Retail,9.67028308097665,0.0,Yes
Blues,9.0,1169.09845155363,79589.6779894434,Financial,389.699483851211,Yes,204.23347037285598,Yes,Female,By_16:00,0.522472398588434,0.6409355341456829,884.180177003145,1.10536277061328,81.38256587553771,4.404,9596.0,40.3706616023555,921.1619708221409,3884.65864537284,97838.88890873641,No,41711.310420540096,30.3506502536954,651.11509452951,27.8867412824184,152265.387197751,60.0,30-45,0.0,1298.9030826603998,10.0,Car,Hightech,898.8679237663749,1.0,No
Yellows,4.0,1072.11079371295,97583.4799451935,Education,357.370264570982,No,273.05987548332,Yes,Female,By_16:00,0.226394618162885,0.286099708173424,510.18003583885695,9.841288635507231,73.054628726095,6.9239999999999995,7076.0,47.66759302001449,298.317567372122,3327.2338895774396,42189.0302956082,Yes,74561.6955989663,17.271872144389,318.079575837809,19.803930958733,128080.876264105,100.0,30-45,3.0,593.218037805459,12.0,Public_or_other,Student_or_Unemployed,594.852479244434,0.0,Yes
Purples,7.0,214.793382117122,,Education,71.59779403904069,Yes,423.25826724422797,Yes,Female,After_16:00,0.263701057061553,0.18943223170936105,652.7036877814679,2.7604091190732998,93.65930280182508,6.542000000000001,3458.0,90.44500379823151,481.01225412513395,5194.60718069255,57314.0287427157,No,179147.56079058698,21.9319915676879,79.2820897693645,2.33705888967961,5207.84190529594,100.0,30-45,3.0,728.229417818633,12.0,Motorcycle_or_truck,Student_or_Unemployed,505.98512476317904,2.0,No
Khakis,10.0,506.42950517716906,161327.973918717,Healthcare,168.80983505905598,Yes,955.678760436427,No,Female,After_16:00,0.563364393543452,0.719928099540994,467.425827402622,4.6787472977302995,37.3371814144775,10.491,5509.0,10.9146165661514,941.2708111340179,11439.3292266323,114535.93756161099,Yes,913321.893149306,30.680137078149098,807.359913790546,78.51636786945159,28675.5702477248,80.0,45_and_up,3.0,1442.44494831361,12.0,Car,Hightech,999.466684498701,0.0,No
Yellows,4.0,1136.19465817541,55847.0378804035,Social,378.731552725137,Yes,147.45810714359502,Yes,Female,After_16:00,0.69806215679273,0.7354321742895991,958.3149915561079,0.684173123445362,33.3512822864577,6.921,7079.0,27.0047032507136,520.012633145195,2514.60633772634,53834.3068615188,Maybe,21743.8933623721,22.8037855003329,361.43047243416396,41.3639694685116,143826.320582318,70.0,45_and_up,2.0,,11.0,Foot_or_bicycle,Services_or_Retail,422.891669063568,1.0,No
Purples,9.0,261.669208266105,25864.318428695802,Education,87.2230694220352,No,296.530706842584,Yes,Male,After_16:00,0.88863197574392,0.17439954751171202,705.297962063923,4.5095422421582,8.719362737610941,0.0850000000000009,9915.0,54.4968773145229,435.763774674145,3836.8346177741296,54285.1725132736,Maybe,87930.4601005624,20.8749556807708,247.46444654332402,4.20439268928021,7705.086908823199,100.0,45_and_up,0.0,734.515435782686,13.0,Foot_or_bicycle,Student_or_Unemployed,625.349935783394,0.0,No
Purples,9.0,405.07850860597296,56255.0735705087,Financial,135.026169535324,Yes,416.62348687001503,Yes,Male,By_16:00,0.244880932150409,0.927130800671875,295.19382538273896,6.84327885275707,33.9395502815023,0.314,9686.0,72.41236299742009,390.08086778659,,49788.750466671205,Maybe,173575.12981173,19.7504650017813,137.963251482794,51.7018099315464,18377.0926289175,60.0,45_and_up,1.0,642.7282115852311,11.0,Public_or_other,Services_or_Retail,499.986163780597,1.0,Yes
Khakis,3.0,103.207363106252,31841.4728605563,Social,34.402454368750604,No,925.558174403958,No,Female,By_16:00,0.5340784003492439,0.327640478964895,942.9030048195269,9.5414398633875,45.2128122095019,9.18,6820.0,,767.1557558933271,10789.8932558262,94848.48267773491,No,856657.934205987,27.6975767151808,571.064079632426,41.0872675711289,1227.9313209627198,70.0,Below_30,,1168.68150299225,9.0,Motorcycle_or_truck,Industry_or_other,771.371010495716,1.0,Yes
Violets,6.0,332.975654240008,11516.218133313501,Social,110.991884746669,Yes,103.757298649342,Yes,Male,After_16:00,0.0089736320078373,0.107687536161393,570.584958186373,3.18193188635632,54.952469631098204,6.222,9778.0,70.4053446184844,95.9280596267436,1229.42910574691,12300.089033761102,Yes,10765.5770230087,9.794287091296821,679.214706501922,99.05095552094281,12440.1903643646,70.0,45_and_up,4.0,158.927726715585,12.0,Foot_or_bicycle,Public_Sector,124.433486373164,0.0,Yes
Khakis,8.0,204.471820760517,4149.93681078703,Financial,68.157273586839,Yes,60.88765868105929,Yes,Female,By_16:00,0.7318331627175211,0.945155007997528,587.697997223586,4.782247401308269,71.10871518962091,7.757000000000001,8243.0,15.4109235154465,152.061472530477,912.999531871547,16391.7077947353,Maybe,3707.30697966118,,666.609556380375,36.489538918249295,4723.57121637806,60.0,Below_30,1.0,212.328869291604,8.0,Public_or_other,Services_or_Retail,138.769556292138,1.0,Yes
Purples,8.0,682.5912970067881,108110.921581196,Social,227.530432335596,No,475.149282104549,Yes,Female,After_16:00,0.150089330971241,0.9912370089441541,500.64735673367994,6.8300471105612806,26.084932778030602,0.24,9760.0,3.12241804786026,411.220520159747,5573.933861364979,55814.502013059006,Maybe,225766.840284468,20.2785729320321,171.98515036597098,83.7707345606759,52007.6280711588,70.0,30-45,1.0,740.2073660173129,11.0,Public_or_other,Hightech,645.187939326172,0.0,No
Browns,1.0,83.5388081449603,9651.91432799905,,27.8462693816534,Yes,346.614269786467,Yes,Female,By_16:00,0.78438132465817,0.28994513419456797,20.862318808212898,1.81097265798599,43.156935065053396,3.4930000000000003,6507.0,8.09665378183126,401.53202401125,4269.206745887171,48297.5800519467,Yes,120141.452019605,20.0382639969447,189.802181270591,32.5693153310567,813.2609878572639,100.0,Below_30,2.0,619.5744995600061,10.0,Car,Industry_or_other,447.068501942469,1.0,Yes
